epoch;accuracy;loss;val_accuracy;val_loss
0;0.439060240983963;1.9580148458480835;0.4614861309528351;2.099796772003174
1;0.8034985661506653;0.6000962257385254;0.7017514109611511;1.259868860244751
2;0.8946831226348877;0.3241545855998993;0.8257099390029907;0.5884180068969727
3;0.9270282983779907;0.22308805584907532;0.8367624282836914;0.5837051272392273
4;0.9421207308769226;0.17869052290916443;0.9238224625587463;0.24041210114955902
5;0.9517822861671448;0.14836420118808746;0.9537493586540222;0.146224245429039
6;0.9575431942939758;0.13672611117362976;0.9153205156326294;0.3120495080947876
7;0.964114248752594;0.1129722073674202;0.8819928765296936;0.4540618062019348
8;0.9654044508934021;0.10944507271051407;0.9347049593925476;0.22720402479171753
9;0.9705653190612793;0.09584351629018784;0.926543116569519;0.2749614417552948
10;0.9702352285385132;0.0961555689573288;0.9496684074401855;0.1727483570575714
11;0.9732957482337952;0.08426336944103241;0.9714334011077881;0.09938240796327591
12;0.9757261276245117;0.07787790149450302;0.9479680061340332;0.17267930507659912
13;0.9783665537834167;0.07292922586202621;0.9438871145248413;0.1940985471010208
14;0.9774664044380188;0.07534569501876831;0.96650230884552;0.11849851906299591
15;0.9824472069740295;0.05794630944728851;0.967862606048584;0.10393306612968445
16;0.980076789855957;0.06460556387901306;0.9789151549339294;0.06982249766588211
17;0.9837073683738708;0.05218561366200447;0.9619112610816956;0.135597363114357
18;0.9832873344421387;0.05351685360074043;0.9818058013916016;0.060685839504003525
19;0.9854776859283447;0.04773290827870369;0.9716034531593323;0.09447524696588516
20;0.9846675395965576;0.05091474950313568;0.9829961061477661;0.057796820998191833
21;0.9878480434417725;0.03981368616223335;0.9734739065170288;0.08261459320783615
22;0.9867678880691528;0.04282324016094208;0.9710933566093445;0.10565214604139328
23;0.9867678880691528;0.04161008447408676;0.9631015062332153;0.11942972242832184
24;0.9877580404281616;0.03940163925290108;0.9869070053100586;0.04434918984770775
25;0.9874280095100403;0.04289553314447403;0.9809556007385254;0.06412305682897568
26;0.9884181618690491;0.03741412237286568;0.9517089128494263;0.2169663906097412
27;0.9885381460189819;0.03606326878070831;0.981465756893158;0.06302991509437561
28;0.9900984168052673;0.031078072264790535;0.9835062026977539;0.04817226901650429
29;0.990668535232544;0.02915303409099579;0.9835062026977539;0.051751602441072464
