epoch;accuracy;loss;val_accuracy;val_loss
0;0.22083532810211182;2.9708786010742188;0.3045400381088257;2.5676722526550293
1;0.45757320523262024;1.7687630653381348;0.5150484442710876;1.5361238718032837
2;0.5943050980567932;1.2677583694458008;0.6461486220359802;1.0937981605529785
3;0.6913406252861023;0.946002185344696;0.7262370586395264;0.8677743077278137
4;0.7611618041992188;0.7191745042800903;0.7879612445831299;0.6331376433372498
5;0.8107897043228149;0.5623778700828552;0.8342118859291077;0.49762430787086487
6;0.8513262271881104;0.4455919563770294;0.8512157797813416;0.44670096039772034
7;0.8794407248497009;0.3595609664916992;0.8581873774528503;0.42236804962158203
8;0.9004440903663635;0.30360081791877747;0.9057983160018921;0.28584209084510803
9;0.913526177406311;0.25699010491371155;0.9090290665626526;0.2796628773212433
10;0.9243578910827637;0.22994966804981232;0.9132800698280334;0.2566037178039551
11;0.9335693717002869;0.2012500762939453;0.9013773202896118;0.3088688850402832
12;0.9421807527542114;0.17525452375411987;0.9377656579017639;0.1961362510919571
13;0.9493818879127502;0.15466950833797455;0.942866861820221;0.16884690523147583
14;0.950792133808136;0.14743873476982117;0.9605509042739868;0.12899260222911835
15;0.957903265953064;0.1256486177444458;0.9258629679679871;0.21907369792461395
16;0.9602436423301697;0.1180415004491806;0.9401462078094482;0.17805367708206177
17;0.9627040028572083;0.10906069725751877;0.9301139116287231;0.2268393188714981
18;0.9671447277069092;0.10207108408212662;0.95425945520401;0.14096079766750336
19;0.967624843120575;0.09785614162683487;0.9477980136871338;0.16509202122688293
20;0.9705953001976013;0.09187749028205872;0.9763645529747009;0.0792926624417305
21;0.9735357761383057;0.08089414238929749;0.9670124053955078;0.09621907770633698
22;0.9749459624290466;0.07812287658452988;0.9586805105209351;0.12722183763980865
23;0.972965657711029;0.07952546328306198;0.9709233045578003;0.09417925775051117
24;0.9771663546562195;0.06762039661407471;0.972963809967041;0.08427603542804718
25;0.9780364632606506;0.06627808511257172;0.9619112610816956;0.1225888654589653
26;0.9793266654014587;0.062334123998880386;0.9726237058639526;0.08188024163246155
27;0.9791466593742371;0.06126758083701134;0.9549396634101868;0.14395974576473236
