epoch;accuracy;loss;val_accuracy;val_loss
0;0.13022083044052124;3.381061553955078;0.1892535239458084;2.847439765930176
1;0.3283125162124634;2.2263991832733154;0.3846284747123718;2.0420138835906982
2;0.4803468585014343;1.628806710243225;0.5028056502342224;1.563482403755188
3;0.5940350294113159;1.2393152713775635;0.6350960731506348;1.103327989578247
4;0.6907104849815369;0.9375438690185547;0.7231763601303101;0.8416222929954529
5;0.762842059135437;0.7075417041778564;0.7814997434616089;0.645385205745697
6;0.8198211789131165;0.5414055585861206;0.7923822402954102;0.6258897185325623
7;0.8584373593330383;0.41931888461112976;0.862268328666687;0.41654619574546814
8;0.8889822363853455;0.3352971374988556;0.8748512268066406;0.3728483021259308
9;0.9066850543022156;0.28203505277633667;0.9012072682380676;0.30192121863365173
10;0.920667290687561;0.23915179073810577;0.9141302704811096;0.2635229229927063
11;0.9351896047592163;0.19822315871715546;0.909369170665741;0.2712028920650482
12;0.9409205317497253;0.17970383167266846;0.9091991186141968;0.29732850193977356
13;0.9453012347221375;0.1608557403087616;0.9396361112594604;0.18955852091312408
14;0.951242208480835;0.1449539065361023;0.9216119647026062;0.2451724410057068
15;0.957033097743988;0.13060101866722107;0.9226322174072266;0.23599913716316223
16;0.9646243453025818;0.10947462171316147;0.9137901663780212;0.26384222507476807
17;0.9652244448661804;0.107649065554142;0.9469478130340576;0.1730138659477234
18;0.9665746688842773;0.10470212250947952;0.9440571069717407;0.17110566794872284
19;0.9703552722930908;0.09047120064496994;0.9493283629417419;0.17402000725269318
20;0.9710753560066223;0.08720999956130981;0.9656521081924438;0.10500799119472504
21;0.9740758538246155;0.0821027010679245;0.9413365125656128;0.1939537078142166
22;0.9753660559654236;0.07630923390388489;0.960040807723999;0.12786217033863068
23;0.9786365628242493;0.06497398018836975;0.959360659122467;0.13147787749767303
24;0.9790566563606262;0.06460657715797424;0.9290937185287476;0.22382666170597076
25;0.9779164791107178;0.06520811468362808;0.9761945009231567;0.0784139335155487
26;0.9810669422149658;0.060007572174072266;0.9612311124801636;0.1190565899014473
27;0.9804368615150452;0.05865034833550453;0.9532392621040344;0.14984984695911407
28;0.9810669422149658;0.05508587136864662;0.9646318554878235;0.10272812843322754
29;0.9831973314285278;0.0516766756772995;0.9770447015762329;0.07571348547935486
