epoch;accuracy;loss;val_accuracy;val_loss
0;0.20508281886577606;3.0653939247131348;0.2591395974159241;2.696735143661499
1;0.44476115703582764;1.8082973957061768;0.5011052489280701;1.5863149166107178
2;0.5752820372581482;1.3249009847640991;0.6347559690475464;1.1412973403930664
3;0.6774483919143677;0.9893695116043091;0.7172249555587769;0.880807638168335
4;0.7584913372993469;0.7344442009925842;0.777248740196228;0.6929686665534973
5;0.8078792691230774;0.5791686177253723;0.8046250343322754;0.5858635306358337
6;0.8486557602882385;0.45693179965019226;0.8396531343460083;0.47634443640708923
7;0.8765902519226074;0.3696328401565552;0.8520659804344177;0.4417622983455658
8;0.8965434432029724;0.3135967254638672;0.8809726238250732;0.3622500002384186
9;0.9117258787155151;0.2672043740749359;0.9115796685218811;0.2623220980167389
10;0.9239978194236755;0.22747312486171722;0.9057983160018921;0.3017970323562622
11;0.9326692223548889;0.20558106899261475;0.9131100177764893;0.2581116855144501
12;0.9412205815315247;0.17742395401000977;0.9328345656394958;0.20477911829948425
13;0.9474015831947327;0.1556854248046875;0.9321544170379639;0.21380487084388733
14;0.9513922333717346;0.1474180668592453;0.9326645135879517;0.2036144882440567
15;0.9579632878303528;0.12962810695171356;0.9488182067871094;0.1751049906015396
16;0.960543692111969;0.12221738696098328;0.9539194107055664;0.1410483419895172
17;0.9649243950843811;0.10840796679258347;0.9391260147094727;0.1865159422159195
18;0.9630640745162964;0.11093562841415405;0.9370855093002319;0.1978379338979721
19;0.970325231552124;0.09051379561424255;0.9688828587532043;0.0950019434094429
20;0.9704152941703796;0.09014448523521423;0.9450773596763611;0.1773863434791565
21;0.9706252813339233;0.08779778331518173;0.9423567652702332;0.17932653427124023
22;0.9739258289337158;0.07957218587398529;0.965142011642456;0.107935331761837
23;0.9757861495018005;0.07461884617805481;0.9296038150787354;0.22531449794769287
24;0.9752160310745239;0.07307451963424683;0.961401104927063;0.12495999038219452
25;0.9770763516426086;0.0701640248298645;0.9716034531593323;0.09223289042711258
26;0.9792066812515259;0.0630003958940506;0.9530692100524902;0.1527491956949234
27;0.9805868864059448;0.058417148888111115;0.9683727025985718;0.09975565969944
28;0.980046808719635;0.05945330113172531;0.9724536538124084;0.09343361854553223
29;0.9825972318649292;0.05257440358400345;0.9549396634101868;0.13776561617851257
