epoch;accuracy;loss;val_accuracy;val_loss
0;0.1259901523590088;3.4423911571502686;0.19214420020580292;2.936021566390991
1;0.3204512596130371;2.2705934047698975;0.379697322845459;2.0617308616638184
2;0.4766562581062317;1.662829875946045;0.5274612903594971;1.518701195716858
3;0.5911846160888672;1.2643251419067383;0.5883353352546692;1.2402243614196777
4;0.6873499751091003;0.9536205530166626;0.7054922580718994;0.8937792778015137
5;0.7583713531494141;0.7281725406646729;0.7539533972740173;0.7558517456054688
6;0.8126200437545776;0.5551007390022278;0.8124468922615051;0.5623801946640015
7;0.8521663546562195;0.440368115901947;0.8435640335083008;0.4857296645641327
8;0.8811509609222412;0.35757964849472046;0.8864138722419739;0.3606548309326172
9;0.9009241461753845;0.2947744131088257;0.8910049200057983;0.3330139219760895
10;0.9161065816879272;0.2524884343147278;0.9219520688056946;0.23248261213302612
11;0.9306588768959045;0.20840027928352356;0.9294337630271912;0.2247811108827591
12;0.9372899532318115;0.189589723944664;0.9039279222488403;0.29949936270713806
13;0.9463514089584351;0.16276399791240692;0.9163407683372498;0.2598753869533539
14;0.9509121179580688;0.14685460925102234;0.8896446228027344;0.3452107310295105
15;0.9568830728530884;0.13279052078723907;0.9591906070709229;0.13560357689857483
16;0.9604536890983582;0.11837396025657654;0.9163407683372498;0.2735646963119507
17;0.9628240466117859;0.11240557581186295;0.9598707556724548;0.1261231154203415
18;0.9663046002388;0.10545916855335236;0.933684766292572;0.19730377197265625
19;0.9697251319885254;0.0940941721200943;0.9479680061340332;0.16153283417224884
20;0.9708053469657898;0.08680199831724167;0.9501785635948181;0.1595383733510971
21;0.9730857014656067;0.08489242941141129;0.9619112610816956;0.12187721580266953
22;0.9754260778427124;0.07591336220502853;0.96650230884552;0.10572876781225204
23;0.977436363697052;0.07118666917085648;0.9540894627571106;0.13764503598213196
24;0.9765962362289429;0.07130976766347885;0.953579306602478;0.16061975061893463
25;0.9801968336105347;0.06159478798508644;0.9413365125656128;0.2216811627149582
26;0.9786965847015381;0.06312652677297592;0.9590205550193787;0.13414806127548218
27;0.9799568057060242;0.060455072671175;0.9449073076248169;0.1677270531654358
28;0.9821471571922302;0.05398477613925934;0.9556198120117188;0.13701897859573364
29;0.9833473563194275;0.051543403416872025;0.9712634086608887;0.09561942517757416
