epoch;accuracy;loss;val_accuracy;val_loss
0;0.4764162302017212;1.804511547088623;0.4960040748119354;1.9065568447113037
1;0.818260908126831;0.5581619739532471;0.590205729007721;1.8552825450897217
2;0.9018542766571045;0.30050310492515564;0.8416935801506042;0.5119377970695496
3;0.9332093000411987;0.20516982674598694;0.9051181674003601;0.3031980097293854
4;0.9469814896583557;0.16585604846477509;0.9267131686210632;0.24284735321998596
5;0.9549027681350708;0.14300456643104553;0.9333446621894836;0.21265272796154022
6;0.9609037637710571;0.12068089842796326;0.8906648755073547;0.39400386810302734
7;0.963214099407196;0.11039675772190094;0.9131100177764893;0.3007911145687103
8;0.9685549736022949;0.09943582862615585;0.9188913702964783;0.30541062355041504
9;0.9700852036476135;0.09316424280405045;0.9188913702964783;0.29561910033226013
10;0.9713153839111328;0.091838538646698;0.940826416015625;0.19463637471199036
11;0.9753960371017456;0.07796506583690643;0.9399762153625488;0.2056991457939148
12;0.9760561585426331;0.07628003507852554;0.9403162598609924;0.21565034985542297
13;0.9779765009880066;0.06895238906145096;0.9707532525062561;0.08063917607069016
14;0.9811869859695435;0.06225501745939255;0.9741540551185608;0.08198670297861099
15;0.9784865379333496;0.06535135209560394;0.9384458661079407;0.22711074352264404
16;0.9839174151420593;0.05340445041656494;0.9772147536277771;0.06725466251373291
17;0.9807969331741333;0.06093023344874382;0.9479680061340332;0.17734944820404053
18;0.9813070297241211;0.058539822697639465;0.9682027101516724;0.1109241247177124
19;0.9865878820419312;0.04292881116271019;0.9872470498085022;0.039903316646814346
20;0.9861077666282654;0.04443413019180298;0.9809556007385254;0.06355201452970505
21;0.9860477447509766;0.046425867825746536;0.9829961061477661;0.05125067010521889
22;0.9867978692054749;0.04476732388138771;0.9865669012069702;0.048602283000946045
